id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>
2385	mile	0.0858	-0.7447	2	163	226	18	2010.6667
2386	mill	-0.4165	-0.431	2	533	793	63	2015.7619
2387	milp	-0.596	-0.8164	2	111	173	14	2016
2388	min	-0.1092	0.5612	1	1871	9234	603	2016.7695
2389	min reaction time	-0.1162	0.6361	1	390	798	47	2016.7447
2390	mineral diesel	0.7503	-0.1017	3	724	1557	98	2015.2449
2391	mineral diesel fuel	0.9076	-0.213	3	203	298	24	2013.2917
2392	minimum fuel selling price	-0.6235	-0.2723	2	392	821	43	2018.2558
2393	minimum selling price	-0.5822	-0.3297	2	368	786	48	2018.6667
2394	ministry	-0.2425	-0.8077	2	147	182	11	2013.7273
2395	minlp	-0.6084	-0.4635	2	94	127	11	2014.8182
2396	mir	0.4304	0.0116	1	83	126	14	2015
2397	miscanthus	-0.4786	-0.3542	2	370	573	40	2015.175
2398	mixed culture	-0.8099	0.0571	4	158	197	12	2015.1667
2399	mixed fuel	1.1256	-0.1652	3	165	220	14	2015.3571
2400	mixed integer linear programming	-0.5882	-0.8489	2	121	206	16	2015.1875
2401	mixed integer linear programming model	-0.5933	-0.7797	2	158	241	19	2015.7368
2402	mixed oxide	0.035	0.8051	1	262	407	22	2016.6364
2403	mixotrophic condition	-1.0114	0.1735	4	205	364	19	2016.2105
2404	mixotrophic cultivation	-1.0109	0.1297	4	200	358	20	2016.65
2405	mixture formation	1.2426	-0.1255	3	229	370	22	2016
2406	mj kg	-0.2165	0.398	1	1245	3636	248	2017.1935
2407	mj kg1	-0.2083	0.4314	1	212	263	18	2019.9444
2408	ml g	-0.3452	0.5659	1	244	369	25	2016.84
2409	ml min	-0.1904	0.6952	1	304	487	33	2016.1212
2410	mm2	-0.0075	0.2672	1	421	690	44	2015.1818
2411	mm2 s1	-0.3892	0.3234	4	174	224	12	2019.25
2412	mmol	-0.2191	0.781	1	299	430	25	2018.64
2413	mmol g	-0.1856	0.8572	1	301	537	30	2019.0333
2414	model compound	-0.1406	0.7204	1	507	1197	75	2016.56
2415	model reaction	-0.0062	0.7828	1	255	388	23	2015
2416	modeling study	0.5177	-0.008	3	252	396	25	2014.8
2417	modern engine	0.8728	-0.2963	3	126	152	11	2016.3636
2418	mol	-0.2268	0.5438	1	784	1430	92	2016.6739
2419	mol l	0.1176	0.6087	1	167	209	16	2015.5625
2420	mol mol	0.0019	0.6123	1	205	316	20	2015.55
2421	molar ratio	-0.0941	0.7532	1	1356	6986	448	2015.4866
2422	molass	-0.6615	-0.2477	4	396	615	40	2016.5
2423	mole	0.4054	0.4916	1	194	294	19	2014.5263
2424	mole fraction	0.6566	0.3113	3	216	409	28	2017.6429
2425	mole fraction profile	0.6699	0.3648	3	115	243	16	2015.5
2426	mole ratio	0.0287	0.7803	1	258	406	26	2015.3846
2427	molecular beam mass spectrometry	0.642	0.3544	3	124	340	23	2015.7391
2428	molybdenum	-0.1138	0.7828	1	182	237	13	2018.5385
2429	monoacylglycerol	-0.1937	0.4405	1	126	176	14	2016.5714
2430	monoglyceride	0.0771	0.5184	1	249	489	36	2015.2778
2431	monomer	-0.3301	0.5112	1	224	311	23	2017.3043
2432	monometallic catalyst	-0.0624	0.9223	1	137	187	10	2017.9
2433	monounsaturated fatty acid	-0.7983	0.1756	4	327	627	41	2016.7317
2434	monte carlo analysis	-0.5862	-0.3535	2	189	252	14	2016.2857
2435	monte carlo simulation	-0.4978	-0.416	2	297	452	28	2017.2857
2436	mortality	0.079	-0.4485	2	155	200	16	2016.5625
2437	mouse	0.4813	-0.4135	3	88	155	14	2014.8571
2438	move	-0.3536	-0.6461	2	154	175	16	2011.75
2439	mozambique	-0.4559	-0.5961	2	143	187	12	2016.1667
2440	mpa h2	-0.0046	0.8225	1	202	322	18	2018.1111
2441	mse	0.5255	0.1074	3	132	185	14	2018.4286
2442	msp	-0.5006	-0.3528	2	214	308	17	2018.1765
2443	msw	-0.543	-0.4359	2	228	306	25	2016.76
2444	mthf	0.286	0.3466	3	194	261	18	2017.3333
2445	mufa	-0.7672	0.1862	4	255	494	26	2018.3077
2446	multiple regression analysis	0.2224	0.5249	1	107	178	11	2011.7273
2447	multivariate calibration	0.3501	0.1065	1	72	122	11	2014.4545
2448	municipal solid waste	-0.4725	-0.3736	2	501	818	66	2016.4091
2449	municipal waste	-0.3361	-0.3924	2	155	192	14	2012.3571
2450	municipal wastewater	-0.7862	0.1237	4	247	413	26	2015.9615
2451	municipality	-0.3658	-0.533	2	177	210	17	2016.8824
2452	mutagenicity	0.5266	-0.2842	3	175	314	20	2014.35
2453	mutant	-0.7696	0.148	4	310	561	38	2016.3947
2454	mutant strain	-0.8305	0.0983	4	144	216	14	2015.5714
2455	mutation	-0.405	-0.0942	4	221	307	22	2017.1818
2456	mwh	-0.4595	-0.4679	2	161	203	14	2016.7857
2457	myristic acid	-0.5479	0.4305	4	227	305	18	2017.2778
2458	n alkane	0.0766	0.409	1	330	478	36	2015.3333
2459	n butanol	0.8676	0.0392	3	933	2560	151	2017.2781
2460	n decane	0.5945	0.3134	3	92	111	10	2013.6
2461	n heptane	0.6437	0.2618	3	284	444	33	2015.5758
2462	n hexadecane	0.6965	0.2351	3	111	144	13	2018.2308
2463	n hexane	-0.2277	0.3413	1	427	664	48	2016.8333
2464	n octanol	1.1108	0.1867	3	139	209	11	2016.5455
2465	n oculata	-0.8917	0.1347	4	139	181	11	2014.6364
2466	n paraffin	-0.1136	0.5798	1	168	234	15	2018.0667
2467	n pentanol	1.2703	-0.0874	3	239	437	24	2017.7083
2468	n2 adsorption desorption	-0.1341	1.0212	1	179	284	14	2018.0714
2469	n2o	-0.1626	-0.7167	2	285	527	33	2013.6364
2470	n2o emission	-0.2262	-0.7209	2	263	460	27	2013.2593
2471	na2co3	-0.3253	0.6899	1	245	338	18	2016.1111
2472	nacl	-0.7518	0.1904	4	267	432	29	2016.5517
2473	nannochloropsis	-0.7551	0.0834	4	457	806	54	2015.1852
2474	nannochloropsis oculata	-0.8568	0.2541	4	183	273	18	2015.3333
2475	nannochloropsis salina	-0.7044	0.0628	4	131	166	14	2015.0714
2476	nano	0.6236	0.2648	3	259	348	19	2017.0526
2477	nano additive	1.1419	0.1045	3	357	850	46	2018.9348
2478	nano catalyst	0.0711	0.7088	1	256	379	20	2018.45
2479	nano particle	0.6261	0.2631	3	300	514	28	2017.8214
2480	nano3	-0.9016	0.2178	4	202	351	20	2017.2
2481	nanoadditive	1.3783	0.0301	3	168	286	13	2018.9231
2482	nanocatalyst	-0.0121	0.8175	1	559	1303	69	2019.2319
2483	nanofluid	1.0294	-0.0209	3	140	196	13	2019.3077
2484	nanoparticle	0.5059	0.4267	1	1284	4254	242	2018.6074
2485	nanostructure	0.5603	0.3009	3	245	438	33	2017.9394
2486	naoh	0.0296	0.5422	1	916	2380	160	2015.6813
2487	naphthalene	0.2068	0.0592	3	346	488	34	2015.3824
2488	naphthene	0.0547	0.4949	1	179	237	14	2016.9286
2489	nation	-0.2845	-0.648	2	511	827	54	2013.5556
2490	national biofuel policy	-0.3498	-0.667	2	210	300	18	2015.3333
2491	national level	-0.4038	-0.8059	2	161	198	13	2014.7692
2492	national policy	-0.4276	-0.8697	2	120	162	12	2013.9167
2493	natural antioxidant	0.1507	0.2317	1	150	242	26	2017.5769
2494	natural attenuation	-0.3072	0.007	4	86	124	16	2016.25
2495	natural environment	-0.4894	-0.3038	2	142	160	14	2014.2143
2496	neat biodiesel	1.0015	-0.0798	3	449	904	52	2015.5769
2497	neat diesel	1.2461	-0.1621	3	571	1618	83	2017.7108
2498	neat diesel fuel	1.2097	-0.1641	3	287	631	33	2016.8485
2499	neat fuel	0.7533	-0.1844	3	137	180	13	2013.6154
2500	neat vegetable oil	1.0115	-0.2724	3	147	207	14	2011.4286
2501	nedc	0.833	-0.4289	3	286	626	39	2013.8718
2502	neem	0.7901	0.0645	3	277	463	30	2014.9333
2503	neem biodiesel	0.9955	0.0184	3	164	218	15	2017.2
2504	neem oil	1.0987	0.0509	3	310	625	34	2015.1471
2505	ner	-0.5145	-0.5333	2	338	585	36	2014.7222
2506	net energy	-0.4507	-0.5762	2	215	279	20	2012.95
2507	net energy balance	-0.6355	-0.653	2	168	252	17	2013.7059
2508	net energy gain	-0.5567	-0.5854	2	164	221	16	2013.75
2509	net energy ratio	-0.5861	-0.5419	2	452	882	54	2015.2963
2510	net heat release rate	1.4835	-0.176	3	174	310	13	2015.2308
2511	net present value	-0.624	-0.591	2	478	1055	65	2017.1692
2512	netherlands	-0.3642	-0.8348	2	142	180	15	2013.3333
2513	neural network	0.5847	-0.0239	3	308	478	36	2016.6667
2514	neutral lipid	-0.9671	0.2004	4	315	674	40	2015.825
2515	new biodiesel	0.6192	0.2658	5	108	137	10	2015.2
2516	new catalyst	-0.1891	0.5838	1	169	212	14	2017.5714
2517	new concept	-0.4195	-0.2706	2	139	155	10	2015.1
2518	new european driving cycle	0.7995	-0.4277	3	280	584	37	2014.1351
2519	new model	-0.2639	-0.6	2	135	151	11	2016.8182
2520	new route	-0.338	0.5482	1	197	235	17	2016.8824
2521	new strain	-0.7712	0.0199	4	122	153	12	2016.5833
2522	next decade	-0.152	-0.6427	2	201	256	18	2013.2778
2523	nh3	0.0337	0.3748	1	465	702	39	2017.6154
2524	nh3 tpd	-0.0471	0.9338	1	330	706	32	2018.8125
2525	nh4	-0.5542	0.0683	4	246	315	21	2015.8571
2526	ni al2o3	-0.0475	0.9429	1	117	169	10	2016.8
2527	ni catalyst	-0.0592	0.8424	1	217	338	20	2017.5
2528	ni zsm	-0.2033	0.7812	1	145	185	10	2018.6
2529	nickel	-0.0196	0.7859	1	469	916	58	2017.1207
2530	nimo	-0.1539	0.815	1	230	381	20	2017.95
2531	nimo catalyst	-0.1586	0.7765	1	180	280	18	2018.0556
2532	nio	-0.1342	0.879	1	256	373	19	2019.2105
2533	nir	0.3031	0.1506	1	130	251	23	2013.4348
2534	nitric oxide	1.0739	-0.2478	3	512	1109	60	2015.6667
2535	nitric oxide emission	1.3517	-0.1549	3	187	289	15	2015.6667
2536	nitro pah	0.8199	-0.3432	3	125	179	10	2014.3
2537	nitrogen atmosphere	-0.0518	0.6196	1	107	140	14	2016.3571
2538	nitrogen compound	-0.3575	0.2199	1	148	179	11	2016.6364
2539	nitrogen concentration	-0.9631	0.2245	4	205	331	18	2016.4444
2540	nitrogen content	-0.4987	0.2326	1	451	712	47	2017.2979
2541	nitrogen depletion	-0.9152	0.1871	4	148	225	13	2014.6154
2542	nitrogen dioxide	0.7738	-0.392	3	181	291	17	2014.2941
2543	nitrogen emission	1.3268	-0.2024	3	278	534	30	2017.5
2544	nitrogen fertilizer	-0.6447	-0.7457	2	130	157	10	2011.6
2545	nitrogen limitation	-1.0188	0.1809	4	151	228	13	2015.7692
2546	nitrogen oxide	1.0235	-0.3412	3	1211	5428	288	2016.691
2547	nitrogen oxide emission	0.9052	-0.3587	3	398	693	37	2017.4324
2548	nitrogen oxides emission	0.9895	-0.3476	3	208	322	19	2014.2632
2549	nitrogen ratio	-0.8635	0.1439	4	161	212	12	2015.6667
2550	nitrogen source	-0.919	0.1638	4	409	862	51	2015.9412
2551	nitrogen starvation	-0.9458	0.1997	4	184	301	17	2015.1765
2552	nitrous oxide	-0.2153	-0.7299	2	362	657	38	2014.7895
2553	nitrous oxide emission	-0.4227	-0.7512	2	166	212	11	2014.2727
2554	nmr	-0.0651	0.5649	1	812	1735	114	2016.886
2555	nmr spectroscopy	-0.1902	0.6834	1	260	377	24	2015.125
2556	no2	0.5947	-0.3517	3	397	686	46	2016.0435
2557	no3	-0.3061	0.3931	1	377	490	28	2017.4643
2558	noble metal	-0.001	0.7338	1	284	431	27	2017.4074
2559	noble metal catalyst	-0.1241	0.8308	1	267	484	28	2016.9643
2560	noise	0.8596	-0.2269	3	372	611	39	2016.0513
2561	non catalytic transesterification	-0.2896	0.4405	1	120	162	12	2018.1667
2562	non condensable gase	-0.1224	0.4093	1	91	104	10	2016.1
2563	non edible source	0.2721	0.493	1	151	208	13	2017.1538
2564	non food crop	-0.4292	-0.0063	2	147	161	10	2015.7
2565	nonedible oil	-0.1441	0.4996	1	174	218	15	2016.2667
2566	normal diesel	1.1517	-0.2764	3	107	147	10	2014.4
2567	north	-0.395	-0.6262	2	145	191	14	2015
2568	north america	-0.3572	-0.5454	2	197	276	21	2014.619
2569	norway	-0.3816	-0.8309	2	136	200	15	2015.8667
2570	notion	-0.1716	-0.7337	2	180	227	17	2014.5882
2571	novel biofuel	0.8685	0.0953	3	242	310	19	2016.2632
2572	novel feedstock	-0.1822	0.602	4	146	181	10	2018.3
2573	novel strategy	-0.464	0.2251	4	128	135	11	2018.2727
2574	novozym	-0.2661	0.6959	1	168	320	20	2012.95
2575	novozyme	0.0192	0.5314	1	107	149	10	2013
2576	nox	1.0842	-0.2615	3	1799	15042	817	2016.47
2577	nox concentration	0.9357	-0.1905	3	214	323	21	2014.2857
2578	nox emission	1.1585	-0.2418	3	1492	9914	547	2016.819
2579	nox emissions increase	1.4914	-0.2664	3	199	326	15	2017.2667
2580	nox formation	1.2021	-0.0846	3	207	324	18	2015.6111
2581	nox level	1.3372	-0.1839	3	242	399	19	2016.0526
2582	nox reduction	1.037	-0.0541	3	181	276	17	2017.7647
2583	nozzle	1.0921	-0.0871	3	274	494	36	2015.8056
2584	npv	-0.6568	-0.5452	2	372	800	48	2017.5208
2585	nuclear magnetic resonance	-0.0111	0.5376	1	563	1060	70	2016.6429
2586	nuclear magnetic resonance spectroscopy	-0.0591	0.7885	1	212	307	18	2016.8333
2587	nucleation	0.6075	-0.0672	3	179	251	21	2015.6667
2588	nucleation mode	0.9626	-0.3862	3	152	218	12	2017.25
2589	number concentration	0.9176	-0.355	3	255	482	29	2014.8966
2590	numerical analysis	1.0328	-0.159	3	211	313	21	2018.9048
2591	numerical investigation	1.0503	-0.0795	3	183	301	21	2017.2857
2592	numerical result	0.9657	-0.183	3	236	347	24	2017.7083
2593	numerical simulation	0.9063	-0.034	3	355	600	48	2015.75
2594	numerical study	1.2173	-0.0472	3	267	481	33	2018.1212
2595	nutrient	-0.7511	-0.1459	4	1028	2718	176	2016.8807
2596	nutrient recovery	-0.7444	-0.1656	4	171	217	13	2017.6154
2597	nutrient recycling	-0.7306	-0.521	2	161	209	12	2015.25
2598	nutrient removal	-0.9751	0.0094	4	245	470	28	2016.5714
2599	nutrient source	-0.8007	0.0583	4	296	463	27	2018.0741
2600	nutrition	-0.7493	-0.2423	4	209	261	17	2016.6471
2601	ocean	-0.0983	-0.4303	2	162	203	20	2014.65
2602	october	-0.2136	-0.5229	2	173	232	21	2014.3333
2603	oh radical	0.7483	0.1929	3	138	184	14	2016.1429
2604	oil accumulation	-0.8096	0.0668	4	201	311	20	2015.7
2605	oil biodiesel	0.7493	-0.0182	3	1042	3255	219	2016.1507
2606	oil biodiesel blend	0.9067	-0.3268	3	375	688	40	2017.125
2607	oil blend	0.9717	-0.0558	3	666	1744	109	2015.6422
2608	oil conversion	-0.2497	0.4743	1	395	642	42	2016.8333
2609	oil import	-0.1519	-0.753	2	255	368	27	2012.0741
2610	oil mass	-0.0769	0.8029	1	138	227	13	2012.1538
2611	oil methanol molar ratio	-0.0579	0.7247	1	147	235	14	2014
2612	oil methyl ester	0.8561	0.0518	3	1168	4454	284	2014.3908
2613	oil molar ratio	-0.0405	0.7735	1	816	3054	177	2016.0734
2614	oil palm	-0.5536	-0.7621	2	337	589	39	2012.641
2615	oil palm plantation	-0.5166	-0.8808	2	135	232	16	2014.3125
2616	oil price	-0.4109	-0.6096	2	547	1019	76	2013.2237
2617	oil product	-0.2386	0.2788	1	311	460	34	2016.6176
2618	oil ratio	0.0067	0.6782	1	756	2069	133	2015.9699
2619	oilseed crop	-0.6363	-0.3856	2	464	834	58	2016.1897
2620	oilseed rape	-0.4973	-0.6779	2	131	190	14	2013.2857
2621	oleaginous microalgae	-0.9306	0.117	4	170	248	17	2016.1765
2622	oleaginous microorganism	-0.8057	0.1879	4	263	414	26	2016.1538
2623	oleaginous yeast	-0.7821	0.2087	4	459	942	56	2017.9821
2624	olefin	-0.069	0.517	1	561	1104	82	2015.4146
2625	oleic acid	-0.4728	0.4459	4	1308	4076	259	2015.7992
2626	oleic acid content	-0.4854	0.0363	4	178	218	16	2013.625
2627	oleic acid conversion	-0.0741	0.8497	1	124	178	11	2016.3636
2628	oleic acid methyl ester	-0.2768	0.3241	4	124	148	10	2015.6
2629	oleochemical	-0.7818	0.2418	4	116	152	12	2016.75
2630	oligomer	-0.0579	0.4405	1	218	288	19	2017
2631	oligomerization	-0.2286	0.4026	1	238	304	17	2017.0588
2632	olp	-0.0055	0.7259	1	174	315	17	2016.8824
2633	opacity	1.1294	-0.352	3	252	434	30	2016.2667
2634	open pond	-0.8112	-0.2233	4	261	385	24	2015.2917
2635	open pond system	-0.8713	-0.0623	4	145	193	11	2016
2636	open raceway pond	-0.7322	0.04	4	192	266	15	2016.8
2637	operational stability	-0.2967	0.6441	1	122	175	14	2015.2143
2638	opinion	-0.3422	-0.8368	2	194	268	21	2014.2381
2639	opportunity	-0.3515	-0.4732	2	1545	4477	322	2015.2391
2640	opposite trend	0.4981	-0.1478	3	174	221	15	2017
2641	optical property	0.2426	-0.3754	2	95	127	13	2013.2308
2642	optimal condition	-0.3153	0.5405	1	1054	2933	198	2016.5152
2643	optimal design	-0.5925	-0.5069	2	194	276	21	2016.2381
2644	optimal reaction condition	-0.0629	0.8146	1	341	607	35	2016.2857
2645	optimal solution	-0.3829	-0.7018	2	235	346	25	2015.64
2646	optimization model	-0.5302	-0.693	2	252	405	32	2016.7188
2647	optimization study	-0.1273	0.3772	1	375	541	30	2016.7
2648	optimized condition	-0.3557	0.5923	1	808	1768	109	2016.4495
2649	optimized parameter	0.0626	0.4868	1	231	314	19	2018.2632
2650	optimized reaction condition	-0.1077	0.9116	1	390	738	37	2017.5405
2651	optimum biodiesel yield	0.1605	0.6384	1	138	218	12	2016.6667
2652	optimum blend	1.4801	-0.1749	3	166	329	17	2017.7647
2653	optimum combination	0.6271	0.3011	1	179	248	15	2014.8667
2654	optimum condition	-0.0816	0.6109	1	1062	3307	212	2016.3255
2655	optimum operating condition	-0.0156	0.5661	1	290	409	25	2017.56
2656	optimum performance	1.3094	0.1019	3	209	339	17	2017.5294
2657	optimum reaction condition	-0.0952	0.8913	1	302	528	29	2014.4828
2658	optimum result	0.5227	0.075	3	194	244	14	2019
2659	optimum temperature	-0.2769	0.6819	1	272	416	26	2017
2660	optimum value	0.6818	0.0701	3	315	474	27	2017.0741
2661	optimum yield	-0.0749	0.3607	1	215	295	19	2017.3684
2662	orange oil	1.3102	-0.1692	3	165	298	16	2018
2663	organic acid	-0.3057	0.2441	1	458	680	47	2017.0426
2664	organic aerosol	0.2952	-0.4604	2	115	174	15	2014.6
2665	organic carbon	0.1495	-0.3643	2	622	1371	95	2014.7579
2666	organic component	-0.2052	0.2429	1	188	221	15	2017.1333
2667	organic liquid product	-0.0676	0.734	1	239	438	25	2016.48
2668	organic phase	-0.1482	0.3743	1	344	490	37	2016.4865
2669	organic product	-0.2094	0.3628	1	158	183	13	2014.2308
2670	organic solvent	-0.3347	0.4331	1	439	683	55	2015.4182
2671	originality value	0.1285	-0.5884	2	178	257	19	2016.2105
2672	outdoor condition	-0.9072	-0.0361	4	137	179	10	2016.5
2673	outdoor cultivation	-0.9595	0.2029	4	132	184	12	2015.4167
2674	outlook	-0.3164	-0.3387	2	342	449	32	2015.5
2675	output parameter	1.0617	-0.0136	3	189	309	14	2018.3571
2676	overall environmental impact	-0.5138	-0.6637	2	176	238	14	2016.3571
2677	overall yield	-0.2206	0.4492	1	242	321	23	2017.0435
2678	overexpression	-0.8006	0.0588	4	215	395	25	2016.12
2679	oxalic acid	-0.2722	0.5015	1	141	189	12	2015.1667
2680	oxidation catalyst	0.665	-0.3778	3	139	188	12	2014.9167
2681	oxidation kinetic	0.5599	0.228	3	113	144	11	2015.4545
2682	oxidation reaction	0.2812	0.343	1	154	231	25	2016.52
2683	oxidative degradation	0.2802	0.1805	1	129	156	15	2015.8
2684	oxidative potential	0.5099	-0.3429	3	146	241	18	2015.8333
2685	oxidative stability	-0.0297	0.2394	1	838	1992	182	2015.5385
2686	oxidative stress	0.3155	-0.2544	3	236	467	37	2015.8378
2687	oxide	0.7744	0.1969	3	1558	6588	347	2016.8934
2688	oxygen concentration	0.5971	-0.0377	3	415	692	44	2016.4773
2689	oxygen removal	-0.2892	0.5565	1	244	349	23	2016.4348
2690	oxygenated additive	0.9667	0.0542	3	320	574	33	2018.2121
2691	oxygenated biofuel	0.9058	0.0306	3	388	661	41	2017.1951
2692	oxygenated compound	0.0503	0.577	1	547	999	64	2016.6562
2693	oxygenated fuel	0.8573	-0.1045	3	488	955	57	2014.9123
2694	oxygenated species	0.4353	0.4076	3	159	204	13	2017.1538
2695	ozone depletion	-0.5006	-0.6794	2	204	295	15	2015.8
2696	p value	-0.3475	0.19	1	197	231	12	2017.3333
2697	p20	1.4509	-0.2426	3	158	269	15	2015.2667
2698	pah	0.5951	-0.2055	3	732	2242	150	2013.84
2699	pah concentration	0.5459	-0.304	3	136	245	17	2013.5882
2700	pah emission	0.7237	-0.3958	3	254	571	33	2013.2424
2701	pahs	0.5412	-0.2672	3	432	1084	77	2014.2727
2702	palladium	-0.0396	0.6878	1	279	408	22	2016.6364
2703	palm fatty acid distillate	-0.2564	0.3547	1	320	508	29	2017.5862
2704	palm oil industry	-0.5508	-0.4537	2	166	205	14	2016.7857
2705	palm oil methyl ester	0.8858	-0.2669	3	185	254	16	2016.5
2706	palm oil mill	-0.5792	-0.4891	2	144	192	13	2016.3846
2707	palm oil mill effluent	-0.5982	-0.2083	4	276	400	25	2015.92
2708	palmitic	-0.6527	0.2613	4	546	1089	69	2015.971
2709	palmitic acid	-0.6191	0.3756	4	861	2184	133	2016.3459
2710	palmitic acid methyl ester	-0.2829	0.2773	4	109	144	13	2012
2711	palmitoleic acid	-0.8167	0.2878	4	254	401	20	2017.4
2712	panicum virgatum l	-0.6197	-0.6067	2	122	190	12	2016.8333
2713	paper analysis	-0.3225	-0.8155	2	181	227	19	2014.7895
2714	paper analyze	-0.1733	-0.6187	2	136	158	14	2015
2715	par	0.5272	-0.1627	3	303	525	29	2016.931
2716	paraffin	0.0236	0.4396	1	418	721	53	2015.2264
2717	paris agreement	-0.1584	-0.7687	2	133	169	10	2020.3
2718	part load	1.3716	-0.2214	3	220	367	19	2015.7895
2719	partial load	1.0396	-0.4443	3	120	171	11	2014
2720	partial replacement	0.7902	-0.3915	3	247	378	20	2016.65
2721	participation	-0.3443	-0.667	2	321	469	34	2016.1765
2722	particle concentration	0.5115	-0.2956	3	251	330	24	2015.2083
2723	particle emission	0.7159	-0.3333	3	428	838	56	2015.5
2724	particle filter	0.3603	-0.4406	3	121	155	10	2011.6
2725	particle mass	0.7443	-0.3312	3	174	260	18	2015.2222
2726	particle number	0.8743	-0.4377	3	382	738	43	2015.5581
2727	particle number concentration	0.8779	-0.3539	3	306	588	34	2015.4118
2728	particle number emission	0.653	-0.4735	3	136	198	13	2015.3846
2729	particle size distribution	0.758	-0.173	3	376	655	43	2013.9535
2730	particulate	0.6006	-0.2497	3	693	1406	97	2014.4433
2731	particulate emission	0.8108	-0.3412	3	516	1140	77	2013.4156
2732	particulate mass	0.8789	-0.4275	3	191	316	17	2014.0588
2733	particulate matter	0.6062	-0.3609	3	1333	5151	332	2014.7289
2734	particulate matter emission	0.6619	-0.3786	3	428	711	46	2015.1957
2735	party	-0.4384	-0.8254	2	110	146	12	2014
2736	passenger car	0.4072	-0.5665	3	371	647	42	2014.1667
2737	payback period	-0.5274	-0.3692	2	293	428	29	2018.6207
2738	pbr	-0.7731	0.0065	4	288	441	25	2016.24
2739	pcr	-0.3964	-0.0083	4	227	327	26	2015.1154
2740	pd c	-0.1605	0.7676	1	409	842	50	2016.9
2741	pd c catalyst	-0.2269	0.6492	1	173	252	16	2016.0625
2742	pd catalyst	-0.0651	0.8921	1	140	218	14	2017.6429
2743	pdo	-0.5596	0.3055	4	150	203	13	2014.6154
2744	peak cylinder pressure	1.4407	-0.1836	3	380	853	38	2016.8158
2745	peak heat release rate	1.4435	-0.1889	3	295	666	31	2016.4839
2746	peak load	1.3411	-0.235	3	208	364	15	2018.6667
2747	peak pressure	1.4819	-0.1973	3	398	986	48	2016.7083
